バージョン,曲名,難易度,レベル,ノーツレーダー属性
Rootage,50th Memorial Songs -Flagship medley-,NORMAL,5,PEAK
Rootage,50th Memorial Songs -Flagship medley-,HYPER,8,NOTES
Rootage,50th Memorial Songs -Flagship medley-,ANOTHER,10,CHORD
Rootage,50th Memorial Songs -二人の時 ～under the cherry blossoms～-,BEGINNER,3,
Rootage,50th Memorial Songs -二人の時 ～under the cherry blossoms～-,NORMAL,5,NOTES
Rootage,50th Memorial Songs -二人の時 ～under the cherry blossoms～-,HYPER,8,NOTES
Rootage,50th Memorial Songs -二人の時 ～under the cherry blossoms～-,ANOTHER,10,CHORD
Rootage,50th Memorial Songs -The BEMANI History-,BEGINNER,3,
Rootage,50th Memorial Songs -The BEMANI History-,NORMAL,5,PEAK
Rootage,50th Memorial Songs -The BEMANI History-,HYPER,9,NOTES
Rootage,50th Memorial Songs -The BEMANI History-,ANOTHER,11,PEAK
Lincle,532nm,NORMAL,3,PEAK
Lincle,532nm,HYPER,7,NOTES
Lincle,532nm,ANOTHER,11,NOTES
RESIDENT,7 Colors,NORMAL,4,
RESIDENT,7 Colors,HYPER,7,NOTES
RESIDENT,7 Colors,ANOTHER,10,NOTES
CastHour,808monkey,NORMAL,4,
CastHour,808monkey,HYPER,7,NOTES
CastHour,808monkey,ANOTHER,9,PEAK
tricoro,8bit Princess,NORMAL,3,NOTES
tricoro,8bit Princess,HYPER,6,NOTES
tricoro,8bit Princess,ANOTHER,10,CHORD
8th style,蒼い衝動,NORMAL,5,NOTES
8th style,蒼い衝動,HYPER,7,NOTES
8th style,蒼い衝動,ANOTHER,8,PEAK
CastHour,青の洞窟,NORMAL,4,
CastHour,青の洞窟,HYPER,9,NOTES
CastHour,青の洞窟,ANOTHER,11,PEAK
INFINITAS,朱と碧のランページ,NORMAL,5,
INFINITAS,朱と碧のランページ,HYPER,8,
INFINITAS,朱と碧のランページ,ANOTHER,10,CHORD
CastHour,アクマフカ,NORMAL,5,NOTES
CastHour,アクマフカ,HYPER,8,NOTES
CastHour,アクマフカ,ANOTHER,10,NOTES
copula,朝焼けから始まるボクらの小さな旅,NORMAL,5,
copula,朝焼けから始まるボクらの小さな旅,HYPER,9,PEAK
copula,朝焼けから始まるボクらの小さな旅,ANOTHER,11,PEAK
copula,紫陽花 -AZISAI-,NORMAL,7,NOTES
copula,紫陽花 -AZISAI-,HYPER,10,NOTES
copula,紫陽花 -AZISAI-,ANOTHER,12,PEAK
tricoro,アストライアの双皿,NORMAL,4,NOTES
tricoro,アストライアの双皿,HYPER,9,NOTES
tricoro,アストライアの双皿,ANOTHER,12,NOTES
EPOLIS,アタシ完全絶対正義ちゃん！,NORMAL,5,
EPOLIS,アタシ完全絶対正義ちゃん！,HYPER,8,NOTES
EPOLIS,アタシ完全絶対正義ちゃん！,ANOTHER,10,NOTES
EMPRESS,アタック NO.3,NORMAL,5,
EMPRESS,アタック NO.3,HYPER,7,
EMPRESS,アタック NO.3,ANOTHER,9,NOTES
CastHour,天邪鬼,BEGINNER,2,PEAK
CastHour,天邪鬼,NORMAL,5,
CastHour,天邪鬼,HYPER,9,NOTES
CastHour,天邪鬼,ANOTHER,12,NOTES
RESIDENT,雨のちパノラマセカイ,NORMAL,4,
RESIDENT,雨のちパノラマセカイ,HYPER,7,
RESIDENT,雨のちパノラマセカイ,ANOTHER,9,CHORD
PENDUAL,妖隠し -あやかしかくし-,NORMAL,5,
PENDUAL,妖隠し -あやかしかくし-,HYPER,9,NOTES
PENDUAL,妖隠し -あやかしかくし-,ANOTHER,10,NOTES
SPADA,アルストロメリア,BEGINNER,1,PEAK
SPADA,アルストロメリア,NORMAL,5,NOTES
SPADA,アルストロメリア,HYPER,8,NOTES
SPADA,アルストロメリア,ANOTHER,10,NOTES
RESIDENT,あるビー！ feat.ころねぽち,NORMAL,4,
RESIDENT,あるビー！ feat.ころねぽち,HYPER,9,
RESIDENT,あるビー！ feat.ころねぽち,ANOTHER,11,NOTES
Rootage,& Intelligence,NORMAL,5,NOTES
Rootage,& Intelligence,HYPER,9,NOTES
Rootage,& Intelligence,ANOTHER,11,NOTES
INFINITAS,イグジスター,NORMAL,5,
INFINITAS,イグジスター,HYPER,9,
INFINITAS,イグジスター,ANOTHER,11,NOTES
SINOBUZ,イザナミノナゲキ,NORMAL,6,
SINOBUZ,イザナミノナゲキ,HYPER,9,NOTES
SINOBUZ,イザナミノナゲキ,ANOTHER,12,NOTES
PENDUAL,十六夜セツナ,NORMAL,5,
PENDUAL,十六夜セツナ,HYPER,7,NOTES
PENDUAL,十六夜セツナ,ANOTHER,10,PEAK
CastHour,愛しくてラヴィンユー ft. マナ,NORMAL,4,NOTES
CastHour,愛しくてラヴィンユー ft. マナ,HYPER,7,
CastHour,愛しくてラヴィンユー ft. マナ,ANOTHER,10,NOTES
BISTROVER,犬に雨傘,NORMAL,4,PEAK
BISTROVER,犬に雨傘,HYPER,7,NOTES
BISTROVER,犬に雨傘,ANOTHER,9,CHORD
CANNON BALLERS,命の標本,NORMAL,4,PEAK
CANNON BALLERS,命の標本,HYPER,8,PEAK
CANNON BALLERS,命の標本,ANOTHER,11,PEAK
CANNON BALLERS,うさ☆かめ 大戦争！,NORMAL,6,SCRATCH
CANNON BALLERS,うさ☆かめ 大戦争！,HYPER,8,SCRATCH
CANNON BALLERS,うさ☆かめ 大戦争！,ANOTHER,11,NOTES
CastHour,ウツシミウツシ,NORMAL,6,
CastHour,ウツシミウツシ,HYPER,9,NOTES
CastHour,ウツシミウツシ,ANOTHER,11,NOTES
tricoro,梅雪夜,NORMAL,5,NOTES
tricoro,梅雪夜,HYPER,7,PEAK
tricoro,梅雪夜,ANOTHER,10,CHORD
copula,麗 ～うらら～,NORMAL,5,NOTES
copula,麗 ～うらら～,HYPER,9,NOTES
copula,麗 ～うらら～,ANOTHER,11,NOTES
SPADA,ATHER,NORMAL,5,
SPADA,ATHER,HYPER,8,SCRATCH
SPADA,ATHER,ANOTHER,11,NOTES
RESIDENT,栄冠のカンパネラ,NORMAL,7,CHARGE
RESIDENT,栄冠のカンパネラ,HYPER,10,CHARGE
RESIDENT,栄冠のカンパネラ,ANOTHER,12,CHARGE
copula,駅猫のワルツ,NORMAL,6,
copula,駅猫のワルツ,HYPER,10,PEAK
copula,駅猫のワルツ,ANOTHER,12,NOTES
CANNON BALLERS,エディブルフラワーの独白,NORMAL,4,NOTES
CANNON BALLERS,エディブルフラワーの独白,HYPER,8,NOTES
CANNON BALLERS,エディブルフラワーの独白,ANOTHER,10,CHORD
tricoro,ΕΛΠΙΣ,NORMAL,6,
tricoro,ΕΛΠΙΣ,HYPER,10,NOTES
tricoro,ΕΛΠΙΣ,ANOTHER,12,NOTES
tricoro,ΕΛΠΙΣ,LEGGENDARIA,12,NOTES
SINOBUZ,焔極OVERKILL,NORMAL,6,
SINOBUZ,焔極OVERKILL,HYPER,10,NOTES
SINOBUZ,焔極OVERKILL,ANOTHER,12,NOTES
RESIDENT,《ORDERBREAKER》,NORMAL,6,
RESIDENT,《ORDERBREAKER》,HYPER,9,NOTES
RESIDENT,《ORDERBREAKER》,ANOTHER,11,CHARGE
Rootage,おーまい！らぶりー！すうぃーてぃ！だーりん！,NORMAL,5,
Rootage,おーまい！らぶりー！すうぃーてぃ！だーりん！,HYPER,9,NOTES
Rootage,おーまい！らぶりー！すうぃーてぃ！だーりん！,ANOTHER,11,NOTES
CastHour,オールトの雲,NORMAL,6,NOTES
CastHour,オールトの雲,HYPER,9,NOTES
CastHour,オールトの雲,ANOTHER,11,PEAK
SINOBUZ,お命ちょうDAI！901娘,NORMAL,5,
SINOBUZ,お命ちょうDAI！901娘,HYPER,8,
SINOBUZ,お命ちょうDAI！901娘,ANOTHER,10,NOTES
RESIDENT,Ou Legends,NORMAL,6,NOTES
RESIDENT,Ou Legends,HYPER,10,NOTES
RESIDENT,Ou Legends,ANOTHER,12,NOTES
Resort Anthem,おおきなこえで,NORMAL,3,PEAK
Resort Anthem,おおきなこえで,HYPER,5,PEAK
Resort Anthem,おおきなこえで,ANOTHER,7,PEAK
Resort Anthem,おおきなこえで,LEGGENDARIA,10,CHORD
Rootage,お菓子の王国,NORMAL,7,NOTES
Rootage,お菓子の王国,HYPER,10,NOTES
Rootage,お菓子の王国,ANOTHER,12,PEAK
Rootage,お菓子の王国,LEGGENDARIA,12,PEAK
tricoro,お米の美味しい炊き方、そしてお米を食べることによるその効果。,NORMAL,5,SCRATCH
tricoro,お米の美味しい炊き方、そしてお米を食べることによるその効果。,HYPER,8,PEAK
tricoro,お米の美味しい炊き方、そしてお米を食べることによるその効果。,ANOTHER,10,NOTES
SPADA,御千手メディテーション,NORMAL,4,
SPADA,御千手メディテーション,HYPER,9,
SPADA,御千手メディテーション,ANOTHER,11,SCRATCH
PENDUAL,鬼天,NORMAL,6,
PENDUAL,鬼天,HYPER,9,PEAK
PENDUAL,鬼天,ANOTHER,11,CHARGE
SPADA,お願いアインシュタイン,NORMAL,5,
SPADA,お願いアインシュタイン,HYPER,8,NOTES
SPADA,お願いアインシュタイン,ANOTHER,10,CHORD
tricoro,朧,BEGINNER,1,PEAK
tricoro,朧,NORMAL,4,
tricoro,朧,HYPER,7,NOTES
tricoro,朧,ANOTHER,10,NOTES
tricoro,朧,LEGGENDARIA,11,CHORD
copula,オルタネイトβ,NORMAL,4,NOTES
copula,オルタネイトβ,HYPER,7,
copula,オルタネイトβ,ANOTHER,10,NOTES
tricoro,音楽,NORMAL,5,SOF-LAN
tricoro,音楽,HYPER,10,SOF-LAN
tricoro,音楽,ANOTHER,12,SOF-LAN
Rootage,X-DEN,NORMAL,8,NOTES
Rootage,X-DEN,HYPER,11,PEAK
Rootage,X-DEN,ANOTHER,12,PEAK
Lincle,蛇神,BEGINNER,2,PEAK
Lincle,蛇神,NORMAL,4,NOTES
Lincle,蛇神,HYPER,8,PEAK
Lincle,蛇神,ANOTHER,11,PEAK
7th style,革命,NORMAL,6,
7th style,革命,HYPER,10,SOF-LAN
7th style,革命,ANOTHER,10,NOTES
Resort Anthem,かげぬい ～ Ver.BENIBOTAN ～,BEGINNER,3,
Resort Anthem,かげぬい ～ Ver.BENIBOTAN ～,NORMAL,5,PEAK
Resort Anthem,かげぬい ～ Ver.BENIBOTAN ～,HYPER,7,PEAK
Resort Anthem,かげぬい ～ Ver.BENIBOTAN ～,ANOTHER,9,NOTES
Lincle,陽炎,NORMAL,3,
Lincle,陽炎,HYPER,6,NOTES
Lincle,陽炎,ANOTHER,9,NOTES
tricoro,下弦の月,NORMAL,5,PEAK
tricoro,下弦の月,HYPER,7,PEAK
tricoro,下弦の月,ANOTHER,9,CHORD
SINOBUZ,禍根,NORMAL,5,NOTES
SINOBUZ,禍根,HYPER,9,NOTES
SINOBUZ,禍根,ANOTHER,11,NOTES
DistorteD,カゴノトリ～弐式～,NORMAL,6,PEAK
DistorteD,カゴノトリ～弐式～,HYPER,9,PEAK
DistorteD,カゴノトリ～弐式～,ANOTHER,12,PEAK
copula,か・し・ま・し☆PUMP UP！,NORMAL,6,NOTES
copula,か・し・ま・し☆PUMP UP！,HYPER,9,SCRATCH
copula,か・し・ま・し☆PUMP UP！,ANOTHER,11,NOTES
tricoro,カジノファイヤーことみちゃん,NORMAL,4,NOTES
tricoro,カジノファイヤーことみちゃん,HYPER,8,NOTES
tricoro,カジノファイヤーことみちゃん,ANOTHER,11,SCRATCH
SIRIUS,かずあそび,NORMAL,3,PEAK
SIRIUS,かずあそび,HYPER,6,NOTES
SIRIUS,かずあそび,ANOTHER,8,NOTES
tricoro,仮想空間の旅人たち,NORMAL,5,NOTES
tricoro,仮想空間の旅人たち,HYPER,9,NOTES
tricoro,仮想空間の旅人たち,ANOTHER,11,NOTES
tricoro,仮想空間の旅人たち,LEGGENDARIA,12,CHORD
DistorteD,華蝶風雪,NORMAL,6,NOTES
DistorteD,華蝶風雪,HYPER,10,PEAK
DistorteD,華蝶風雪,ANOTHER,11,NOTES
DistorteD,華蝶風雪,LEGGENDARIA,12,CHORD
EPOLIS,神様、つれない。,NORMAL,4,
EPOLIS,神様、つれない。,HYPER,7,NOTES
EPOLIS,神様、つれない。,ANOTHER,10,NOTES
RESIDENT,神のシナリオ,NORMAL,6,
RESIDENT,神のシナリオ,HYPER,9,CHARGE
RESIDENT,神のシナリオ,ANOTHER,12,CHARGE
GOLD,カミロ・ウナ・メンデス,NORMAL,3,
GOLD,カミロ・ウナ・メンデス,HYPER,7,
GOLD,カミロ・ウナ・メンデス,ANOTHER,10,NOTES
RESIDENT,#CMFLG,NORMAL,6,
RESIDENT,#CMFLG,HYPER,10,NOTES
RESIDENT,#CMFLG,ANOTHER,12,NOTES
SINOBUZ,鴉,NORMAL,7,NOTES
SINOBUZ,鴉,HYPER,10,CHORD
SINOBUZ,鴉,ANOTHER,11,CHORD
INFINITAS,カラルの月,NORMAL,5,
INFINITAS,カラルの月,HYPER,8,
INFINITAS,カラルの月,ANOTHER,11,CHARGE
HEROIC VERSE,華麗なる大犬円舞曲,NORMAL,7,SOF-LAN
HEROIC VERSE,華麗なる大犬円舞曲,HYPER,10,SOF-LAN
HEROIC VERSE,華麗なる大犬円舞曲,ANOTHER,12,NOTES
8th style,合体せよ！ストロングイェーガー！！,NORMAL,6,
8th style,合体せよ！ストロングイェーガー！！,HYPER,7,NOTES
HAPPY SKY,合体せよ！ストロングイェーガー！！ (Ryu☆ remix),NORMAL,5,
HAPPY SKY,合体せよ！ストロングイェーガー！！ (Ryu☆ remix),HYPER,8,PEAK
HAPPY SKY,合体せよ！ストロングイェーガー！！ (Ryu☆ remix),ANOTHER,11,PEAK
HEROIC VERSE,がっつり陰キャ!? 怪盗いいんちょの億劫^^;,NORMAL,7,NOTES
HEROIC VERSE,がっつり陰キャ!? 怪盗いいんちょの億劫^^;,HYPER,10,NOTES
HEROIC VERSE,がっつり陰キャ!? 怪盗いいんちょの億劫^^;,ANOTHER,12,NOTES
GOLD,鬼言集,NORMAL,6,
GOLD,鬼言集,HYPER,8,
GOLD,鬼言集,ANOTHER,10,NOTES
INFINITAS,鬼華-修羅の舞-,NORMAL,7,
INFINITAS,鬼華-修羅の舞-,HYPER,10,NOTES
INFINITAS,鬼華-修羅の舞-,ANOTHER,12,NOTES
Lincle,君のハートにロックオン,NORMAL,4,NOTES
Lincle,君のハートにロックオン,HYPER,9,NOTES
Lincle,君のハートにロックオン,ANOTHER,11,NOTES
HAPPY SKY,キャッシュレスは愛情消すティッシュ,NORMAL,4,
HAPPY SKY,キャッシュレスは愛情消すティッシュ,HYPER,8,
HAPPY SKY,キャッシュレスは愛情消すティッシュ,ANOTHER,10,NOTES
tricoro,キャトられ恋はモ～モク,NORMAL,6,
tricoro,キャトられ恋はモ～モク,HYPER,10,NOTES
tricoro,キャトられ恋はモ～モク,ANOTHER,12,NOTES
INFINITAS,キヤロラ衛星の軌跡,NORMAL,6,
INFINITAS,キヤロラ衛星の軌跡,HYPER,9,
INFINITAS,キヤロラ衛星の軌跡,ANOTHER,12,CHARGE
SINOBUZ,九尾狐夜行,NORMAL,5,NOTES
SINOBUZ,九尾狐夜行,HYPER,9,NOTES
SINOBUZ,九尾狐夜行,ANOTHER,12,CHORD
RESIDENT,きゅんです。,NORMAL,4,
RESIDENT,きゅんです。,HYPER,7,NOTES
RESIDENT,きゅんです。,ANOTHER,10,CHORD
RESIDENT,響花水月,NORMAL,6,
RESIDENT,響花水月,HYPER,9,NOTES
RESIDENT,響花水月,ANOTHER,11,NOTES
HEROIC VERSE,狂水一華,NORMAL,5,NOTES
HEROIC VERSE,狂水一華,HYPER,9,NOTES
HEROIC VERSE,狂水一華,ANOTHER,11,NOTES
Sparkle Shower,鏡像都市,NORMAL,4,
Sparkle Shower,鏡像都市,HYPER,7,NOTES
Sparkle Shower,鏡像都市,ANOTHER,9,CHORD
CANNON BALLERS,共犯ヘヴンズコード,NORMAL,3,NOTES
CANNON BALLERS,共犯ヘヴンズコード,HYPER,7,NOTES
CANNON BALLERS,共犯ヘヴンズコード,ANOTHER,10,CHORD
PENDUAL,共鳴遊戯の華,NORMAL,7,PEAK
PENDUAL,共鳴遊戯の華,HYPER,10,NOTES
PENDUAL,共鳴遊戯の華,ANOTHER,12,CHARGE
copula,ギョギョっと人魚 爆婚ブライダル,NORMAL,4,NOTES
copula,ギョギョっと人魚 爆婚ブライダル,HYPER,8,PEAK
copula,ギョギョっと人魚 爆婚ブライダル,ANOTHER,10,PEAK
BISTROVER,閠槞彁の願い,NORMAL,6,
BISTROVER,閠槞彁の願い,HYPER,10,NOTES
BISTROVER,閠槞彁の願い,ANOTHER,12,PEAK
RESIDENT,昏き甲鉄のヴェルガ,NORMAL,4,
RESIDENT,昏き甲鉄のヴェルガ,HYPER,7,
RESIDENT,昏き甲鉄のヴェルガ,ANOTHER,10,CHORD
tricoro,狂イ咲ケ焔ノ華,NORMAL,6,NOTES
tricoro,狂イ咲ケ焔ノ華,HYPER,10,NOTES
tricoro,狂イ咲ケ焔ノ華,ANOTHER,12,PEAK
GOLD,クルクル☆ラブ～Opioid Peptide MIX～,BEGINNER,2,PEAK
GOLD,クルクル☆ラブ～Opioid Peptide MIX～,NORMAL,5,PEAK
GOLD,クルクル☆ラブ～Opioid Peptide MIX～,HYPER,8,PEAK
GOLD,クルクル☆ラブ～Opioid Peptide MIX～,ANOTHER,10,PEAK
Resort Anthem,黒髪乱れし修羅となりて,NORMAL,4,NOTES
Resort Anthem,黒髪乱れし修羅となりて,HYPER,9,NOTES
Resort Anthem,黒髪乱れし修羅となりて,ANOTHER,12,NOTES
RESIDENT,■□模様,NORMAL,5,
RESIDENT,■□模様,HYPER,8,NOTES
RESIDENT,■□模様,ANOTHER,10,NOTES
CastHour,黒紅掬い,NORMAL,4,
CastHour,黒紅掬い,HYPER,7,NOTES
CastHour,黒紅掬い,ANOTHER,9,CHORD
Rootage,グラナダの風,NORMAL,5,
Rootage,グラナダの風,HYPER,8,NOTES
Rootage,グラナダの風,ANOTHER,10,PEAK
CastHour,《GRANDMASTER》,NORMAL,5,NOTES
CastHour,《GRANDMASTER》,HYPER,9,NOTES
CastHour,《GRANDMASTER》,ANOTHER,11,NOTES
INFINITAS,檄,NORMAL,6,
INFINITAS,檄,HYPER,9,
INFINITAS,檄,ANOTHER,11,NOTES
HAPPY SKY,月光,NORMAL,5,NOTES
HAPPY SKY,月光,HYPER,8,NOTES
HAPPY SKY,月光,ANOTHER,10,CHORD
INFINITAS,月光蝶,NORMAL,5,
INFINITAS,月光蝶,HYPER,9,
INFINITAS,月光蝶,ANOTHER,11,NOTES
INFINITAS,恋歌疾風！かるたクイーンいろは,NORMAL,6,
INFINITAS,恋歌疾風！かるたクイーンいろは,HYPER,10,
INFINITAS,恋歌疾風！かるたクイーンいろは,ANOTHER,12,PEAK
Lincle,恋する☆宇宙戦争っ！！,BEGINNER,2,NOTES
Lincle,恋する☆宇宙戦争っ！！,NORMAL,5,NOTES
Lincle,恋する☆宇宙戦争っ！！,HYPER,8,NOTES
Lincle,恋する☆宇宙戦争っ！！,ANOTHER,12,NOTES
Lincle,恋する☆宇宙戦争っ！！,LEGGENDARIA,12,NOTES
PENDUAL,恋は白帯、サンシロー,NORMAL,3,
PENDUAL,恋は白帯、サンシロー,HYPER,6,PEAK
PENDUAL,恋は白帯、サンシロー,ANOTHER,9,NOTES
PENDUAL,恋は白帯、サンシロー,LEGGENDARIA,11,CHORD
SINOBUZ,恋はどう？モロ◎波動OK☆方程式!!,NORMAL,5,NOTES
SINOBUZ,恋はどう？モロ◎波動OK☆方程式!!,HYPER,8,
SINOBUZ,恋はどう？モロ◎波動OK☆方程式!!,ANOTHER,10,PEAK
DJ TROOPERS,高高度降下低高度開傘,NORMAL,4,NOTES
DJ TROOPERS,高高度降下低高度開傘,HYPER,7,NOTES
DJ TROOPERS,高高度降下低高度開傘,ANOTHER,9,NOTES
INFINITAS,光風霽月,NORMAL,7,
INFINITAS,光風霽月,HYPER,10,
INFINITAS,光風霽月,ANOTHER,12,NOTES
BISTROVER,ここからよろしく大作戦143,BEGINNER,1,PEAK
BISTROVER,ここからよろしく大作戦143,NORMAL,4,
BISTROVER,ここからよろしく大作戦143,HYPER,8,NOTES
BISTROVER,ここからよろしく大作戦143,ANOTHER,10,CHORD
SIRIUS,コスモス,NORMAL,5,NOTES
SIRIUS,コスモス,HYPER,8,NOTES
SIRIUS,コスモス,ANOTHER,9,CHORD
6th style,こっちを向いてよ,NORMAL,5,PEAK
6th style,こっちを向いてよ,HYPER,6,PEAK
6th style,こっちを向いてよ,ANOTHER,7,PEAK
Lincle,子供の落書き帳,NORMAL,6,
Lincle,子供の落書き帳,HYPER,10,NOTES
Lincle,子供の落書き帳,ANOTHER,12,PEAK
EPOLIS,今宵、ロマンス横丁。,NORMAL,6,
EPOLIS,今宵、ロマンス横丁。,HYPER,10,NOTES
EPOLIS,今宵、ロマンス横丁。,ANOTHER,12,NOTES
Rootage,金野火織の金色提言,NORMAL,6,NOTES
Rootage,金野火織の金色提言,HYPER,10,NOTES
Rootage,金野火織の金色提言,ANOTHER,12,PEAK
Rootage,最小三倍完全数,NORMAL,5,
Rootage,最小三倍完全数,HYPER,9,NOTES
Rootage,最小三倍完全数,ANOTHER,12,NOTES
CastHour,逆月,NORMAL,7,NOTES
CastHour,逆月,HYPER,10,CHORD
CastHour,逆月,ANOTHER,12,CHORD
8th style,桜,NORMAL,7,SOF-LAN
8th style,桜,HYPER,10,SOF-LAN
8th style,桜,ANOTHER,12,SOF-LAN
copula,炸裂！イェーガー電光チョップ！！(JAEGER FINAL ATTACK),NORMAL,6,
copula,炸裂！イェーガー電光チョップ！！(JAEGER FINAL ATTACK),HYPER,9,
copula,炸裂！イェーガー電光チョップ！！(JAEGER FINAL ATTACK),ANOTHER,11,NOTES
SIRIUS,サヨナラ・ヘヴン,BEGINNER,2,PEAK
SIRIUS,サヨナラ・ヘヴン,NORMAL,4,PEAK
SIRIUS,サヨナラ・ヘヴン,HYPER,6,PEAK
SIRIUS,サヨナラ・ヘヴン,ANOTHER,8,SCRATCH
RESIDENT,サヨナラ・ヘヴン-Celtic Chip Dance Mix-,NORMAL,4,
RESIDENT,サヨナラ・ヘヴン-Celtic Chip Dance Mix-,HYPER,8,NOTES
RESIDENT,サヨナラ・ヘヴン-Celtic Chip Dance Mix-,ANOTHER,10,CHORD
RESIDENT,≡+≡,BEGINNER,3,
RESIDENT,≡+≡,NORMAL,7,NOTES
RESIDENT,≡+≡,HYPER,10,NOTES
RESIDENT,≡+≡,ANOTHER,11,CHORD
RESIDENT,罪過の聖堂,NORMAL,5,
RESIDENT,罪過の聖堂,HYPER,8,SOF-LAN
RESIDENT,罪過の聖堂,ANOTHER,10,SOF-LAN
PENDUAL,#The_Relentless,NORMAL,6,
PENDUAL,#The_Relentless,HYPER,9,NOTES
PENDUAL,#The_Relentless,ANOTHER,11,NOTES
SINOBUZ,獅子霞麗ノ舞,NORMAL,4,PEAK
SINOBUZ,獅子霞麗ノ舞,HYPER,6,NOTES
SINOBUZ,獅子霞麗ノ舞,ANOTHER,9,CHARGE
10th style,システムロマンス,NORMAL,4,PEAK
10th style,システムロマンス,HYPER,7,NOTES
10th style,システムロマンス,ANOTHER,8,PEAK
INFINITAS,雫,NORMAL,5,NOTES
INFINITAS,雫,HYPER,9,NOTES
INFINITAS,雫,ANOTHER,11,NOTES
SPADA,疾風迅雷,NORMAL,6,
SPADA,疾風迅雷,HYPER,10,NOTES
SPADA,疾風迅雷,ANOTHER,12,NOTES
SPADA,疾風迅雷,LEGGENDARIA,12,PEAK
GOLD,シティ・エンジェル,NORMAL,5,
GOLD,シティ・エンジェル,HYPER,7,
GOLD,シティ・エンジェル,ANOTHER,10,NOTES
SPADA,死神自爆中二妹アイドルももかりん(1歳),NORMAL,4,
SPADA,死神自爆中二妹アイドルももかりん(1歳),HYPER,7,
SPADA,死神自爆中二妹アイドルももかりん(1歳),ANOTHER,11,NOTES
SINOBUZ,忍恋花,NORMAL,5,
SINOBUZ,忍恋花,HYPER,9,NOTES
SINOBUZ,忍恋花,ANOTHER,11,NOTES
CANNON BALLERS,シムルグの目醒め,NORMAL,7,NOTES
CANNON BALLERS,シムルグの目醒め,HYPER,10,PEAK
CANNON BALLERS,シムルグの目醒め,ANOTHER,12,PEAK
SINOBUZ,〆,NORMAL,6,NOTES
SINOBUZ,〆,HYPER,9,NOTES
SINOBUZ,〆,ANOTHER,12,CHORD
copula,灼熱 Pt.2 Long Train Running,BEGINNER,3,
copula,灼熱 Pt.2 Long Train Running,NORMAL,7,
copula,灼熱 Pt.2 Long Train Running,HYPER,11,SCRATCH
copula,灼熱 Pt.2 Long Train Running,ANOTHER,12,SCRATCH
Resort Anthem,灼熱Beach Side Bunny,BEGINNER,3,SCRATCH
Resort Anthem,灼熱Beach Side Bunny,NORMAL,7,SCRATCH
Resort Anthem,灼熱Beach Side Bunny,HYPER,10,SCRATCH
Resort Anthem,灼熱Beach Side Bunny,ANOTHER,12,SCRATCH
EPOLIS,"灼熱Beach Side Bunny (かめりあ's ""Summertime D'n'B"" Remix)",NORMAL,5,
EPOLIS,"灼熱Beach Side Bunny (かめりあ's ""Summertime D'n'B"" Remix)",HYPER,9,SCRATCH
EPOLIS,"灼熱Beach Side Bunny (かめりあ's ""Summertime D'n'B"" Remix)",ANOTHER,12,SCRATCH
HEROIC VERSE,灼熱Beach Side Bunny (Masayoshi Iimori Remix),NORMAL,4,SCRATCH
HEROIC VERSE,灼熱Beach Side Bunny (Masayoshi Iimori Remix),HYPER,7,SCRATCH
HEROIC VERSE,灼熱Beach Side Bunny (Masayoshi Iimori Remix),ANOTHER,10,SCRATCH
Pinky Crush,灼熱 Lost Summer Dayz,NORMAL,6,
Pinky Crush,灼熱 Lost Summer Dayz,HYPER,10,SCRATCH
Pinky Crush,灼熱 Lost Summer Dayz,ANOTHER,12,SCRATCH
HEROIC VERSE,シャムシールの舞,NORMAL,4,NOTES
HEROIC VERSE,シャムシールの舞,HYPER,8,PEAK
HEROIC VERSE,シャムシールの舞,ANOTHER,11,CHORD
EPOLIS,終焔のClaudia,NORMAL,8,PEAK
EPOLIS,終焔のClaudia,HYPER,10,NOTES
EPOLIS,終焔のClaudia,ANOTHER,12,NOTES
INFINITAS,終末を追う者,NORMAL,6,
INFINITAS,終末を追う者,HYPER,10,
INFINITAS,終末を追う者,ANOTHER,12,NOTES
copula,シュッパツシンコウ・シサカンコ,NORMAL,5,
copula,シュッパツシンコウ・シサカンコ,HYPER,8,NOTES
copula,シュッパツシンコウ・シサカンコ,ANOTHER,10,NOTES
tricoro,シュレーディンガーの猫,NORMAL,6,
tricoro,シュレーディンガーの猫,HYPER,10,NOTES
tricoro,シュレーディンガーの猫,ANOTHER,12,NOTES
copula,少女アリスと箱庭幻想コンチェルト,NORMAL,5,PEAK
copula,少女アリスと箱庭幻想コンチェルト,HYPER,8,PEAK
copula,少女アリスと箱庭幻想コンチェルト,ANOTHER,10,CHARGE
RESIDENT,湘南ロンリーMIDNIGHT RAIN,NORMAL,5,
RESIDENT,湘南ロンリーMIDNIGHT RAIN,HYPER,8,NOTES
RESIDENT,湘南ロンリーMIDNIGHT RAIN,ANOTHER,10,CHORD
DJ TROOPERS,少年A,NORMAL,6,PEAK
DJ TROOPERS,少年A,HYPER,10,PEAK
DJ TROOPERS,少年A,ANOTHER,12,PEAK
PENDUAL,少年は空を辿る,NORMAL,6,
PENDUAL,少年は空を辿る,HYPER,10,PEAK
PENDUAL,少年は空を辿る,ANOTHER,12,PEAK
INFINITAS,少年リップルズ,NORMAL,4,
INFINITAS,少年リップルズ,HYPER,9,PEAK
INFINITAS,少年リップルズ,ANOTHER,11,CHORD
9th style,昭和企業戦士荒山課長,NORMAL,3,
