バージョン,曲名,難易度,レベル,ノーツレーダー属性
CastHour,天邪鬼,HYPER,9,NOTES
CastHour,天邪鬼,ANOTHER,12,
RESIDENT,雨のちパノラマセカイ,NORMAL,4,PEAK
RESIDENT,雨のちパノラマセカイ,HYPER,7,CHORD
RESIDENT,雨のちパノラマセカイ,ANOTHER,10,CHORD
PENDUAL,妖隠し -あやかしかくし-,NORMAL,6,NOTES
PENDUAL,妖隠し -あやかしかくし-,HYPER,8,NOTES
PENDUAL,妖隠し -あやかしかくし-,ANOTHER,11,CHORD
SPADA,アルストロメリア,NORMAL,5,
SPADA,アルストロメリア,HYPER,8,NOTES
SPADA,アルストロメリア,ANOTHER,10,NOTES
RESIDENT,あるビー！ feat.ころねぽち,NORMAL,4,PEAK
RESIDENT,あるビー！ feat.ころねぽち,HYPER,9,NOTES
RESIDENT,あるビー！ feat.ころねぽち,ANOTHER,11,NOTES
Rootage,& Intelligence,NORMAL,5,
Rootage,& Intelligence,HYPER,9,NOTES
Rootage,& Intelligence,ANOTHER,11,
INFINITAS,イグジスター,NORMAL,5,
INFINITAS,イグジスター,HYPER,9,NOTES
INFINITAS,イグジスター,ANOTHER,11,
SINOBUZ,イザナミノナゲキ,NORMAL,6,NOTES
SINOBUZ,イザナミノナゲキ,HYPER,9,NOTES
SINOBUZ,イザナミノナゲキ,ANOTHER,12,CHORD
PENDUAL,十六夜セツナ,NORMAL,6,NOTES
PENDUAL,十六夜セツナ,HYPER,8,CHARGE
PENDUAL,十六夜セツナ,ANOTHER,10,CHORD
CastHour,愛しくてラヴィンユー ft. マナ,NORMAL,4,NOTES
CastHour,愛しくてラヴィンユー ft. マナ,HYPER,7,NOTES
CastHour,愛しくてラヴィンユー ft. マナ,ANOTHER,10,NOTES
BISTROVER,犬に雨傘,NORMAL,4,
BISTROVER,犬に雨傘,HYPER,7,PEAK
BISTROVER,犬に雨傘,ANOTHER,9,CHORD
CANNON BALLERS,命の標本,NORMAL,4,PEAK
CANNON BALLERS,命の標本,HYPER,8,PEAK
CANNON BALLERS,命の標本,ANOTHER,11,
CANNON BALLERS,うさ☆かめ 大戦争！,NORMAL,6,SCRATCH
CANNON BALLERS,うさ☆かめ 大戦争！,HYPER,8,SCRATCH
CANNON BALLERS,うさ☆かめ 大戦争！,ANOTHER,11,NOTES
CastHour,ウツシミウツシ,NORMAL,6,NOTES
CastHour,ウツシミウツシ,HYPER,9,NOTES
CastHour,ウツシミウツシ,ANOTHER,11,
tricoro,梅雪夜,NORMAL,5,
tricoro,梅雪夜,HYPER,8,NOTES
tricoro,梅雪夜,ANOTHER,10,CHORD
copula,麗 ～うらら～,NORMAL,6,NOTES
copula,麗 ～うらら～,HYPER,10,NOTES
copula,麗 ～うらら～,ANOTHER,11,
SPADA,ATHER,NORMAL,5,
SPADA,ATHER,HYPER,8,SCRATCH
SPADA,ATHER,ANOTHER,11,NOTES
RESIDENT,栄冠のカンパネラ,NORMAL,7,
RESIDENT,栄冠のカンパネラ,HYPER,10,CHARGE
RESIDENT,栄冠のカンパネラ,ANOTHER,12,
copula,駅猫のワルツ,NORMAL,6,NOTES
copula,駅猫のワルツ,HYPER,10,
copula,駅猫のワルツ,ANOTHER,12,NOTES
CANNON BALLERS,エディブルフラワーの独白,NORMAL,4,NOTES
CANNON BALLERS,エディブルフラワーの独白,HYPER,8,NOTES
CANNON BALLERS,エディブルフラワーの独白,ANOTHER,10,PEAK
tricoro,ΕΛΠΙΣ,NORMAL,6,NOTES
tricoro,ΕΛΠΙΣ,HYPER,10,NOTES
tricoro,ΕΛΠΙΣ,ANOTHER,12,NOTES
tricoro,ΕΛΠΙΣ,LEGGENDARIA,12,
SINOBUZ,焔極OVERKILL,NORMAL,7,PEAK
SINOBUZ,焔極OVERKILL,HYPER,10,PEAK
SINOBUZ,焔極OVERKILL,ANOTHER,12,
RESIDENT,《ORDERBREAKER》,NORMAL,6,NOTES
RESIDENT,《ORDERBREAKER》,HYPER,9,PEAK
RESIDENT,《ORDERBREAKER》,ANOTHER,11,CHARGE
Rootage,おーまい！らぶりー！すうぃーてぃ！だーりん！,NORMAL,6,PEAK
Rootage,おーまい！らぶりー！すうぃーてぃ！だーりん！,HYPER,9,NOTES
Rootage,おーまい！らぶりー！すうぃーてぃ！だーりん！,ANOTHER,11,
CastHour,オールトの雲,NORMAL,6,PEAK
CastHour,オールトの雲,HYPER,9,PEAK
CastHour,オールトの雲,ANOTHER,11,
SINOBUZ,お命ちょうDAI！901娘,NORMAL,5,
SINOBUZ,お命ちょうDAI！901娘,HYPER,8,NOTES
SINOBUZ,お命ちょうDAI！901娘,ANOTHER,10,
RESIDENT,Ou Legends,NORMAL,6,NOTES
RESIDENT,Ou Legends,HYPER,10,PEAK
RESIDENT,Ou Legends,ANOTHER,12,
Resort Anthem,おおきなこえで,NORMAL,3,PEAK
Resort Anthem,おおきなこえで,HYPER,5,
Resort Anthem,おおきなこえで,ANOTHER,7,PEAK
Resort Anthem,おおきなこえで,LEGGENDARIA,10,CHORD
Rootage,お菓子の王国,NORMAL,7,PEAK
Rootage,お菓子の王国,HYPER,10,
Rootage,お菓子の王国,ANOTHER,12,NOTES
Rootage,お菓子の王国,LEGGENDARIA,12,NOTES
tricoro,お米の美味しい炊き方、そしてお米を食べることによるその効果。,NORMAL,5,
tricoro,お米の美味しい炊き方、そしてお米を食べることによるその効果。,HYPER,9,PEAK
tricoro,お米の美味しい炊き方、そしてお米を食べることによるその効果。,ANOTHER,10,NOTES
SPADA,御千手メディテーション,NORMAL,5,
SPADA,御千手メディテーション,HYPER,9,NOTES
SPADA,御千手メディテーション,ANOTHER,11,
PENDUAL,鬼天,NORMAL,6,PEAK
PENDUAL,鬼天,HYPER,10,PEAK
PENDUAL,鬼天,ANOTHER,12,NOTES
SPADA,お願いアインシュタイン,NORMAL,5,
SPADA,お願いアインシュタイン,HYPER,8,NOTES
SPADA,お願いアインシュタイン,ANOTHER,10,CHORD
tricoro,朧,NORMAL,4,PEAK
tricoro,朧,HYPER,7,PEAK
tricoro,朧,ANOTHER,10,NOTES
tricoro,朧,LEGGENDARIA,11,
copula,オルタネイトβ,NORMAL,4,PEAK
copula,オルタネイトβ,HYPER,7,NOTES
copula,オルタネイトβ,ANOTHER,10,CHORD
tricoro,音楽,NORMAL,5,
tricoro,音楽,HYPER,10,
tricoro,音楽,ANOTHER,12,SOF-LAN
Rootage,X-DEN,NORMAL,8,NOTES
Rootage,X-DEN,HYPER,11,
Rootage,X-DEN,ANOTHER,12,PEAK
Lincle,蛇神,NORMAL,4,PEAK
Lincle,蛇神,HYPER,8,CHARGE
Lincle,蛇神,ANOTHER,11,CHARGE
7th style,革命,NORMAL,7,SOF-LAN
7th style,革命,HYPER,12,
7th style,革命,ANOTHER,12,NOTES
Resort Anthem,かげぬい ～ Ver.BENIBOTAN ～,NORMAL,5,
Resort Anthem,かげぬい ～ Ver.BENIBOTAN ～,HYPER,7,NOTES
Resort Anthem,かげぬい ～ Ver.BENIBOTAN ～,ANOTHER,10,CHORD
Lincle,陽炎,NORMAL,3,NOTES
Lincle,陽炎,HYPER,6,NOTES
Lincle,陽炎,ANOTHER,10,
tricoro,下弦の月,NORMAL,5,
tricoro,下弦の月,HYPER,7,PEAK
tricoro,下弦の月,ANOTHER,9,CHORD
SINOBUZ,禍根,NORMAL,5,
SINOBUZ,禍根,HYPER,9,PEAK
SINOBUZ,禍根,ANOTHER,11,
DistorteD,カゴノトリ～弐式～,NORMAL,6,PEAK
DistorteD,カゴノトリ～弐式～,HYPER,9,PEAK
DistorteD,カゴノトリ～弐式～,ANOTHER,12,PEAK
copula,か・し・ま・し☆PUMP UP！,NORMAL,6,NOTES
copula,か・し・ま・し☆PUMP UP！,HYPER,9,SCRATCH
copula,か・し・ま・し☆PUMP UP！,ANOTHER,11,NOTES
tricoro,カジノファイヤーことみちゃん,NORMAL,4,PEAK
tricoro,カジノファイヤーことみちゃん,HYPER,8,NOTES
tricoro,カジノファイヤーことみちゃん,ANOTHER,12,
SIRIUS,かずあそび,NORMAL,4,PEAK
SIRIUS,かずあそび,HYPER,7,PEAK
SIRIUS,かずあそび,ANOTHER,9,CHORD
tricoro,仮想空間の旅人たち,NORMAL,5,
tricoro,仮想空間の旅人たち,HYPER,8,NOTES
tricoro,仮想空間の旅人たち,ANOTHER,11,
tricoro,仮想空間の旅人たち,LEGGENDARIA,12,
DistorteD,華蝶風雪,NORMAL,7,PEAK
DistorteD,華蝶風雪,HYPER,10,
DistorteD,華蝶風雪,ANOTHER,12,NOTES
DistorteD,華蝶風雪,LEGGENDARIA,12,
EPOLIS,神様、つれない。,NORMAL,4,NOTES
EPOLIS,神様、つれない。,HYPER,7,NOTES
EPOLIS,神様、つれない。,ANOTHER,10,
RESIDENT,神のシナリオ,NORMAL,6,PEAK
RESIDENT,神のシナリオ,HYPER,9,CHARGE
RESIDENT,神のシナリオ,ANOTHER,12,
GOLD,カミロ・ウナ・メンデス,NORMAL,4,
GOLD,カミロ・ウナ・メンデス,HYPER,7,PEAK
RESIDENT,#CMFLG,NORMAL,6,
RESIDENT,#CMFLG,HYPER,10,
RESIDENT,#CMFLG,ANOTHER,12,
SINOBUZ,鴉,NORMAL,7,NOTES
SINOBUZ,鴉,HYPER,10,CHORD
SINOBUZ,鴉,ANOTHER,11,
INFINITAS,カラルの月,NORMAL,5,
INFINITAS,カラルの月,HYPER,8,CHARGE
INFINITAS,カラルの月,ANOTHER,11,
HEROIC VERSE,華麗なる大犬円舞曲,NORMAL,7,SOF-LAN
HEROIC VERSE,華麗なる大犬円舞曲,HYPER,10,
HEROIC VERSE,華麗なる大犬円舞曲,ANOTHER,12,
8th style,合体せよ！ストロングイェーガー！！,NORMAL,8,NOTES
8th style,合体せよ！ストロングイェーガー！！,HYPER,10,
HAPPY SKY,合体せよ！ストロングイェーガー！！ (Ryu☆ remix),NORMAL,5,
HAPPY SKY,合体せよ！ストロングイェーガー！！ (Ryu☆ remix),HYPER,9,PEAK
HAPPY SKY,合体せよ！ストロングイェーガー！！ (Ryu☆ remix),ANOTHER,11,
HEROIC VERSE,がっつり陰キャ!? 怪盗いいんちょの億劫^^;,NORMAL,7,NOTES
HEROIC VERSE,がっつり陰キャ!? 怪盗いいんちょの億劫^^;,HYPER,10,
HEROIC VERSE,がっつり陰キャ!? 怪盗いいんちょの億劫^^;,ANOTHER,12,
GOLD,鬼言集,NORMAL,6,
GOLD,鬼言集,HYPER,7,NOTES
GOLD,鬼言集,ANOTHER,10,
INFINITAS,鬼華-修羅の舞-,NORMAL,6,NOTES
INFINITAS,鬼華-修羅の舞-,HYPER,10,NOTES
INFINITAS,鬼華-修羅の舞-,ANOTHER,12,
Lincle,君のハートにロックオン,NORMAL,4,NOTES
Lincle,君のハートにロックオン,HYPER,8,NOTES
Lincle,君のハートにロックオン,ANOTHER,12,
HAPPY SKY,キャッシュレスは愛情消すティッシュ,NORMAL,4,
HAPPY SKY,キャッシュレスは愛情消すティッシュ,HYPER,8,PEAK
HAPPY SKY,キャッシュレスは愛情消すティッシュ,ANOTHER,10,PEAK
tricoro,キャトられ恋はモ～モク,NORMAL,6,PEAK
tricoro,キャトられ恋はモ～モク,HYPER,10,
tricoro,キャトられ恋はモ～モク,ANOTHER,12,NOTES
INFINITAS,キヤロラ衛星の軌跡,NORMAL,6,
INFINITAS,キヤロラ衛星の軌跡,HYPER,9,
INFINITAS,キヤロラ衛星の軌跡,ANOTHER,12,
SINOBUZ,九尾狐夜行,NORMAL,5,
SINOBUZ,九尾狐夜行,HYPER,9,PEAK
SINOBUZ,九尾狐夜行,ANOTHER,12,CHORD
RESIDENT,きゅんです。,NORMAL,4,
RESIDENT,きゅんです。,HYPER,7,PEAK
RESIDENT,きゅんです。,ANOTHER,10,CHORD
RESIDENT,響花水月,NORMAL,6,PEAK
RESIDENT,響花水月,HYPER,9,PEAK
RESIDENT,響花水月,ANOTHER,11,
HEROIC VERSE,狂水一華,NORMAL,5,
HEROIC VERSE,狂水一華,HYPER,9,NOTES
HEROIC VERSE,狂水一華,ANOTHER,11,
Sparkle Shower,鏡像都市,NORMAL,4,NOTES
Sparkle Shower,鏡像都市,HYPER,7,NOTES
Sparkle Shower,鏡像都市,ANOTHER,9,CHORD
CANNON BALLERS,共犯ヘヴンズコード,NORMAL,3,SCRATCH
CANNON BALLERS,共犯ヘヴンズコード,HYPER,7,NOTES
CANNON BALLERS,共犯ヘヴンズコード,ANOTHER,10,CHORD
PENDUAL,共鳴遊戯の華,NORMAL,7,PEAK
PENDUAL,共鳴遊戯の華,HYPER,10,CHORD
PENDUAL,共鳴遊戯の華,ANOTHER,12,NOTES
copula,ギョギョっと人魚 爆婚ブライダル,NORMAL,4,PEAK
copula,ギョギョっと人魚 爆婚ブライダル,HYPER,8,PEAK
copula,ギョギョっと人魚 爆婚ブライダル,ANOTHER,10,PEAK
BISTROVER,閠槞彁の願い,NORMAL,6,NOTES
BISTROVER,閠槞彁の願い,HYPER,10,
BISTROVER,閠槞彁の願い,ANOTHER,12,
RESIDENT,昏き甲鉄のヴェルガ,NORMAL,4,PEAK
RESIDENT,昏き甲鉄のヴェルガ,HYPER,7,NOTES
RESIDENT,昏き甲鉄のヴェルガ,ANOTHER,10,CHORD
tricoro,狂イ咲ケ焔ノ華,NORMAL,6,NOTES
tricoro,狂イ咲ケ焔ノ華,HYPER,10,
tricoro,狂イ咲ケ焔ノ華,ANOTHER,12,NOTES
GOLD,クルクル☆ラブ～Opioid Peptide MIX～,NORMAL,5,
GOLD,クルクル☆ラブ～Opioid Peptide MIX～,HYPER,8,PEAK
GOLD,クルクル☆ラブ～Opioid Peptide MIX～,ANOTHER,10,PEAK
Resort Anthem,黒髪乱れし修羅となりて,NORMAL,5,
Resort Anthem,黒髪乱れし修羅となりて,HYPER,10,
Resort Anthem,黒髪乱れし修羅となりて,ANOTHER,12,NOTES
RESIDENT,■□模様,NORMAL,5,PEAK
RESIDENT,■□模様,HYPER,8,NOTES
RESIDENT,■□模様,ANOTHER,10,NOTES
CastHour,黒紅掬い,NORMAL,4,
CastHour,黒紅掬い,HYPER,7,NOTES
CastHour,黒紅掬い,ANOTHER,9,CHORD
Rootage,グラナダの風,NORMAL,5,
Rootage,グラナダの風,HYPER,7,NOTES
Rootage,グラナダの風,ANOTHER,10,PEAK
CastHour,《GRANDMASTER》,NORMAL,5,
CastHour,《GRANDMASTER》,HYPER,9,NOTES
CastHour,《GRANDMASTER》,ANOTHER,11,NOTES
INFINITAS,檄,NORMAL,6,
INFINITAS,檄,HYPER,9,
INFINITAS,檄,ANOTHER,11,PEAK
HAPPY SKY,月光,NORMAL,4,
HAPPY SKY,月光,HYPER,9,NOTES
HAPPY SKY,月光,ANOTHER,10,CHORD
INFINITAS,月光蝶,NORMAL,5,
INFINITAS,月光蝶,HYPER,9,NOTES
INFINITAS,月光蝶,ANOTHER,11,
INFINITAS,恋歌疾風！かるたクイーンいろは,NORMAL,6,
INFINITAS,恋歌疾風！かるたクイーンいろは,HYPER,10,
INFINITAS,恋歌疾風！かるたクイーンいろは,ANOTHER,12,
Lincle,恋する☆宇宙戦争っ！！,NORMAL,4,NOTES
Lincle,恋する☆宇宙戦争っ！！,HYPER,8,NOTES
Lincle,恋する☆宇宙戦争っ！！,ANOTHER,12,
Lincle,恋する☆宇宙戦争っ！！,LEGGENDARIA,12,
PENDUAL,恋は白帯、サンシロー,NORMAL,4,PEAK
PENDUAL,恋は白帯、サンシロー,HYPER,6,NOTES
PENDUAL,恋は白帯、サンシロー,ANOTHER,9,NOTES
PENDUAL,恋は白帯、サンシロー,LEGGENDARIA,11,
SINOBUZ,恋はどう？モロ◎波動OK☆方程式!!,NORMAL,5,
SINOBUZ,恋はどう？モロ◎波動OK☆方程式!!,HYPER,8,PEAK
SINOBUZ,恋はどう？モロ◎波動OK☆方程式!!,ANOTHER,10,NOTES
DJ TROOPERS,高高度降下低高度開傘,NORMAL,5,
DJ TROOPERS,高高度降下低高度開傘,HYPER,9,PEAK
DJ TROOPERS,高高度降下低高度開傘,ANOTHER,10,NOTES
INFINITAS,光風霽月,NORMAL,6,
INFINITAS,光風霽月,HYPER,10,
INFINITAS,光風霽月,ANOTHER,12,
BISTROVER,ここからよろしく大作戦143,NORMAL,4,NOTES
BISTROVER,ここからよろしく大作戦143,HYPER,8,NOTES
BISTROVER,ここからよろしく大作戦143,ANOTHER,10,CHORD
SIRIUS,コスモス,NORMAL,5,
SIRIUS,コスモス,HYPER,8,NOTES
SIRIUS,コスモス,ANOTHER,9,CHORD
6th style,こっちを向いてよ,NORMAL,6,NOTES
6th style,こっちを向いてよ,HYPER,9,PEAK
6th style,こっちを向いてよ,ANOTHER,11,
Lincle,子供の落書き帳,NORMAL,7,NOTES
Lincle,子供の落書き帳,HYPER,10,PEAK
Lincle,子供の落書き帳,ANOTHER,12,
EPOLIS,今宵、ロマンス横丁。,NORMAL,6,
EPOLIS,今宵、ロマンス横丁。,HYPER,10,
EPOLIS,今宵、ロマンス横丁。,ANOTHER,12,
Rootage,金野火織の金色提言,NORMAL,6,NOTES
Rootage,金野火織の金色提言,HYPER,10,
Rootage,金野火織の金色提言,ANOTHER,12,CHORD
Rootage,最小三倍完全数,NORMAL,5,
Rootage,最小三倍完全数,HYPER,10,PEAK
Rootage,最小三倍完全数,ANOTHER,12,
CastHour,逆月,NORMAL,7,PEAK
CastHour,逆月,HYPER,10,CHORD
CastHour,逆月,ANOTHER,12,
8th style,桜,NORMAL,8,SOF-LAN
8th style,桜,HYPER,10,SOF-LAN
8th style,桜,ANOTHER,12,
copula,炸裂！イェーガー電光チョップ！！(JAEGER FINAL ATTACK),NORMAL,7,
copula,炸裂！イェーガー電光チョップ！！(JAEGER FINAL ATTACK),HYPER,10,
copula,炸裂！イェーガー電光チョップ！！(JAEGER FINAL ATTACK),ANOTHER,12,
SIRIUS,サヨナラ・ヘヴン,NORMAL,6,PEAK
SIRIUS,サヨナラ・ヘヴン,HYPER,7,PEAK
SIRIUS,サヨナラ・ヘヴン,ANOTHER,8,PEAK
RESIDENT,サヨナラ・ヘヴン-Celtic Chip Dance Mix-,NORMAL,4,PEAK
RESIDENT,サヨナラ・ヘヴン-Celtic Chip Dance Mix-,HYPER,7,NOTES
RESIDENT,サヨナラ・ヘヴン-Celtic Chip Dance Mix-,ANOTHER,10,CHORD
RESIDENT,≡+≡,NORMAL,7,NOTES
RESIDENT,≡+≡,HYPER,10,CHORD
RESIDENT,≡+≡,ANOTHER,11,CHORD
RESIDENT,罪過の聖堂,NORMAL,4,SOF-LAN
RESIDENT,罪過の聖堂,HYPER,9,SOF-LAN
RESIDENT,罪過の聖堂,ANOTHER,11,
PENDUAL,#The_Relentless,NORMAL,5,
PENDUAL,#The_Relentless,HYPER,9,PEAK
PENDUAL,#The_Relentless,ANOTHER,11,NOTES
SINOBUZ,獅子霞麗ノ舞,NORMAL,3,PEAK
SINOBUZ,獅子霞麗ノ舞,HYPER,6,NOTES
SINOBUZ,獅子霞麗ノ舞,ANOTHER,9,NOTES
10th style,システムロマンス,NORMAL,4,PEAK
10th style,システムロマンス,HYPER,7,NOTES
INFINITAS,雫,NORMAL,5,PEAK
INFINITAS,雫,HYPER,9,
INFINITAS,雫,ANOTHER,11,
SPADA,疾風迅雷,NORMAL,6,
SPADA,疾風迅雷,HYPER,10,NOTES
SPADA,疾風迅雷,ANOTHER,12,
SPADA,疾風迅雷,LEGGENDARIA,12,
GOLD,シティ・エンジェル,NORMAL,5,
GOLD,シティ・エンジェル,HYPER,7,PEAK
GOLD,シティ・エンジェル,ANOTHER,10,
SPADA,死神自爆中二妹アイドルももかりん(1歳),NORMAL,4,SCRATCH
SPADA,死神自爆中二妹アイドルももかりん(1歳),HYPER,8,SCRATCH
SPADA,死神自爆中二妹アイドルももかりん(1歳),ANOTHER,11,CHORD
SINOBUZ,忍恋花,NORMAL,5,
SINOBUZ,忍恋花,HYPER,9,NOTES
SINOBUZ,忍恋花,ANOTHER,11,
CANNON BALLERS,シムルグの目醒め,NORMAL,7,PEAK
CANNON BALLERS,シムルグの目醒め,HYPER,10,NOTES
CANNON BALLERS,シムルグの目醒め,ANOTHER,12,
SINOBUZ,〆,NORMAL,6,NOTES
SINOBUZ,〆,HYPER,10,NOTES
SINOBUZ,〆,ANOTHER,12,
copula,灼熱 Pt.2 Long Train Running,NORMAL,7,SCRATCH
copula,灼熱 Pt.2 Long Train Running,HYPER,11,SCRATCH
copula,灼熱 Pt.2 Long Train Running,ANOTHER,12,
Resort Anthem,灼熱Beach Side Bunny,NORMAL,6,SCRATCH
Resort Anthem,灼熱Beach Side Bunny,HYPER,10,SCRATCH
Resort Anthem,灼熱Beach Side Bunny,ANOTHER,12,
EPOLIS,"灼熱Beach Side Bunny (かめりあ's ""Summertime D'n'B"" Remix)",NORMAL,6,NOTES
EPOLIS,"灼熱Beach Side Bunny (かめりあ's ""Summertime D'n'B"" Remix)",HYPER,10,SCRATCH
EPOLIS,"灼熱Beach Side Bunny (かめりあ's ""Summertime D'n'B"" Remix)",ANOTHER,12,
HEROIC VERSE,灼熱Beach Side Bunny (Masayoshi Iimori Remix),NORMAL,4,SCRATCH
HEROIC VERSE,灼熱Beach Side Bunny (Masayoshi Iimori Remix),HYPER,7,SCRATCH
HEROIC VERSE,灼熱Beach Side Bunny (Masayoshi Iimori Remix),ANOTHER,10,SCRATCH
Pinky Crush,灼熱 Lost Summer Dayz,NORMAL,6,SCRATCH
Pinky Crush,灼熱 Lost Summer Dayz,HYPER,10,SCRATCH
Pinky Crush,灼熱 Lost Summer Dayz,ANOTHER,12,
HEROIC VERSE,シャムシールの舞,NORMAL,4,
HEROIC VERSE,シャムシールの舞,HYPER,8,PEAK
HEROIC VERSE,シャムシールの舞,ANOTHER,11,CHORD
EPOLIS,終焔のClaudia,NORMAL,7,NOTES
EPOLIS,終焔のClaudia,HYPER,10,
EPOLIS,終焔のClaudia,ANOTHER,12,
INFINITAS,終末を追う者,NORMAL,6,NOTES
INFINITAS,終末を追う者,HYPER,10,NOTES
INFINITAS,終末を追う者,ANOTHER,12,
copula,シュッパツシンコウ・シサカンコ,NORMAL,5,
copula,シュッパツシンコウ・シサカンコ,HYPER,8,NOTES
copula,シュッパツシンコウ・シサカンコ,ANOTHER,10,CHORD
tricoro,シュレーディンガーの猫,NORMAL,7,NOTES
tricoro,シュレーディンガーの猫,HYPER,10,NOTES
tricoro,シュレーディンガーの猫,ANOTHER,12,
copula,少女アリスと箱庭幻想コンチェルト,NORMAL,5,
copula,少女アリスと箱庭幻想コンチェルト,HYPER,9,CHARGE
copula,少女アリスと箱庭幻想コンチェルト,ANOTHER,11,CHARGE
RESIDENT,湘南ロンリーMIDNIGHT RAIN,NORMAL,5,
RESIDENT,湘南ロンリーMIDNIGHT RAIN,HYPER,8,NOTES
RESIDENT,湘南ロンリーMIDNIGHT RAIN,ANOTHER,10,
DJ TROOPERS,少年A,NORMAL,6,PEAK
DJ TROOPERS,少年A,HYPER,10,
DJ TROOPERS,少年A,ANOTHER,12,PEAK
PENDUAL,少年は空を辿る,NORMAL,7,PEAK
PENDUAL,少年は空を辿る,HYPER,10,
PENDUAL,少年は空を辿る,ANOTHER,12,
INFINITAS,少年リップルズ,NORMAL,4,PEAK
INFINITAS,少年リップルズ,HYPER,9,NOTES
INFINITAS,少年リップルズ,ANOTHER,11,
9th style,昭和企業戦士荒山課長,NORMAL,4,
9th style,昭和企業戦士荒山課長,HYPER,6,
PENDUAL,白露の風,NORMAL,2,PEAK
PENDUAL,白露の風,HYPER,6,PEAK
PENDUAL,白露の風,ANOTHER,9,CHORD
HEROIC VERSE,深淵に捧ぐレクイエム,NORMAL,5,
HEROIC VERSE,深淵に捧ぐレクイエム,HYPER,9,CHARGE
HEROIC VERSE,深淵に捧ぐレクイエム,ANOTHER,12,
CANNON BALLERS,神謳 -RESONANCE-,NORMAL,7,NOTES
CANNON BALLERS,神謳 -RESONANCE-,HYPER,10,NOTES
CANNON BALLERS,神謳 -RESONANCE-,ANOTHER,12,
copula,真 地獄超特急 -HELL or HELL-,NORMAL,7,CHARGE
copula,真 地獄超特急 -HELL or HELL-,HYPER,11,CHARGE
copula,真 地獄超特急 -HELL or HELL-,ANOTHER,12,
EPOLIS,シンデレラ,NORMAL,5,NOTES
EPOLIS,シンデレラ,HYPER,8,NOTES
EPOLIS,シンデレラ,ANOTHER,10,CHARGE
INFINITAS,ジオメトリックティーパーティー,NORMAL,7,PEAK
INFINITAS,ジオメトリックティーパーティー,HYPER,10,
INFINITAS,ジオメトリックティーパーティー,ANOTHER,12,
PENDUAL,時空トラベローグ,NORMAL,6,PEAK
PENDUAL,時空トラベローグ,HYPER,9,NOTES
PENDUAL,時空トラベローグ,ANOTHER,11,PEAK
CANNON BALLERS,純真可憐デザイア,NORMAL,4,NOTES
CANNON BALLERS,純真可憐デザイア,HYPER,8,NOTES
CANNON BALLERS,純真可憐デザイア,ANOTHER,10,NOTES
INFINITAS,情熱タンデムRUNAWAY,NORMAL,6,NOTES
INFINITAS,情熱タンデムRUNAWAY,HYPER,10,NOTES
INFINITAS,情熱タンデムRUNAWAY,ANOTHER,12,
SINOBUZ,次葉 -turn the page-,NORMAL,4,NOTES
SINOBUZ,次葉 -turn the page-,HYPER,8,NOTES
SINOBUZ,次葉 -turn the page-,ANOTHER,10,PEAK
BISTROVER,スーパー戦湯ババンバーン,NORMAL,6,PEAK
BISTROVER,スーパー戦湯ババンバーン,HYPER,10,PEAK
BISTROVER,スーパー戦湯ババンバーン,ANOTHER,12,
BISTROVER,水鏡の異界,NORMAL,5,
BISTROVER,水鏡の異界,HYPER,9,NOTES
BISTROVER,水鏡の異界,ANOTHER,12,
Lincle,衰色小町メランコリア,NORMAL,4,
Lincle,衰色小町メランコリア,HYPER,7,NOTES
Lincle,衰色小町メランコリア,ANOTHER,10,
SIRIUS,"水上の提督(Short mix from ""幻想水滸伝V"")",NORMAL,3,PEAK
SIRIUS,"水上の提督(Short mix from ""幻想水滸伝V"")",HYPER,9,NOTES
SIRIUS,"水上の提督(Short mix from ""幻想水滸伝V"")",ANOTHER,10,PEAK
Pinky Crush,スパークリング☆彡ハイパーチューン！！,NORMAL,7,NOTES
Pinky Crush,スパークリング☆彡ハイパーチューン！！,HYPER,10,
Pinky Crush,スパークリング☆彡ハイパーチューン！！,ANOTHER,12,
INFINITAS,隅田川夏恋歌,NORMAL,4,
INFINITAS,隅田川夏恋歌,HYPER,8,
INFINITAS,隅田川夏恋歌,ANOTHER,10,
tricoro,晴天Bon Voyage,NORMAL,4,NOTES
tricoro,晴天Bon Voyage,HYPER,7,NOTES
tricoro,晴天Bon Voyage,ANOTHER,9,
BISTROVER,世界の果てに約束の凱歌を -ReUnion-,NORMAL,6,PEAK
BISTROVER,世界の果てに約束の凱歌を -ReUnion-,HYPER,9,PEAK
BISTROVER,世界の果てに約束の凱歌を -ReUnion-,ANOTHER,12,CHORD
Rootage,セカンドピアス,NORMAL,3,NOTES
Rootage,セカンドピアス,HYPER,6,NOTES
Rootage,セカンドピアス,ANOTHER,9,CHORD
10th style,雪月花,NORMAL,8,NOTES
10th style,雪月花,HYPER,10,PEAK
10th style,雪月花,ANOTHER,12,
INFINITAS,雪上断火,NORMAL,6,SCRATCH
INFINITAS,雪上断火,HYPER,10,SCRATCH
INFINITAS,雪上断火,ANOTHER,12,SCRATCH
HEROIC VERSE,セピアの軌跡 ft. 天宮みや(少女フラクタル),NORMAL,4,NOTES
HEROIC VERSE,セピアの軌跡 ft. 天宮みや(少女フラクタル),HYPER,7,NOTES
HEROIC VERSE,セピアの軌跡 ft. 天宮みや(少女フラクタル),ANOTHER,10,CHORD
